 =============== Calibration Condition Section =============== 
RefNum = 1
Radius1 = 00800
Radius2 = 00000

 ================= Calibration Data Section ================== 
WORKINGDISTANCE	=	30000

------------- Distance from center of Placido --------------- 
angle	Ring0	Ring1	Ring2	Ring3	Ring4	Ring5	Ring6	Ring7	Ring8	Ring9	Ring10	Ring11	Ring12	Ring13	Ring14	Ring15	Ring16	Ring17	Ring18	Ring19	Ring20	Ring21	Ring22	Ring23	Ring24	Ring25	Ring26	Ring27	Ring28	Ring29	Ring30	Ring31	Ring32	Ring33	Ring34	Ring35	Ring36	Ring37	Ring38	
  242	      0	   1281	   1549	   1817	   2094	   2372	   2644	   2917	   3192	   3468	   3741	   4016	   4292	   4575	   4857	   5133	   5414	   5696	   6014	   6335	   6615	   6897	   7176	   7452	   7734	   8017	   8294	   8573	   8844	   9119	   9390	   9649	      0	      0	      0	      0	      0	      0	      0	
  243	      0	   1281	   1549	   1817	   2094	   2372	   2644	   2917	   3192	   3468	   3741	   4016	   4292	   4575	   4857	   5133	   5413	   5696	   6014	   6335	   6614	   6896	   7176	   7452	   7733	   8017	   8294	   8572	   8844	   9118	   9390	   9648	      0	      0	      0	      0	      0	      0	      0	
  244	      0	   1281	   1549	   1817	   2094	   2372	   2644	   2917	   3193	   3469	   3741	   4016	   4292	   4575	   4857	   5132	   5413	   5696	   6014	   6335	   6614	   6896	   7175	   7451	   7733	   8016	   8294	   8572	   8843	   9118	   9389	   9648	      0	      0	      0	      0	      0	      0	      0	
  245	      0	   1281	   1549	   1817	   2094	   2372	   2644	   2917	   3193	   3469	   3741	   4016	   4292	   4575	   4857	   5132	   5413	   5696	   6014	   6335	   6614	   6896	   7175	   7451	   7733	   8016	   8293	   8572	   8843	   9117	   9388	   9647	      0	      0	      0	      0	      0	      0	      0	
  246	      0	   1281	   1549	   1817	   2094	   2372	   2644	   2917	   3193	   3469	   3741	   4016	   4292	   4575	   4857	   5132	   5412	   5695	   6014	   6335	   6614	   6896	   7175	   7451	   7733	   8016	   8293	   8572	   8843	   9117	   9386	   9645	      0	      0	      0	      0	      0	      0	      0	
  247	      0	   1281	   1550	   1818	   2094	   2372	   2644	   2917	   3193	   3469	   3741	   4016	   4292	   4575	   4856	   5132	   5412	   5695	   6014	   6334	   6614	   6895	   7175	   7450	   7733	   8016	   8293	   8571	   8842	   9117	   9384	   9643	      0	      0	      0	      0	      0	      0	      0	
  248	      0	   1281	   1550	   1818	   2094	   2372	   2644	   2917	   3193	   3469	   3741	   4016	   4292	   4575	   4856	   5131	   5412	   5695	   6013	   6334	   6613	   6895	   7174	   7450	   7732	   8015	   8292	   8571	   8842	   9116	   9383	   9641	      0	      0	      0	      0	      0	      0	      0	
  249	      0	   1281	   1550	   1818	   2094	   2372	   2644	   2917	   3193	   3469	   3740	   4016	   4292	   4574	   4856	   5131	   5412	   5695	   6013	   6334	   6613	   6895	   7174	   7450	   7732	   8015	   8292	   8571	   8842	   9116	   9381	   9639	      0	      0	      0	      0	      0	      0	      0	
  250	      0	   1281	   1550	   1818	   2094	   2372	   2644	   2917	   3193	   3469	   3740	   4016	   4292	   4574	   4856	   5131	   5412	   5695	   6013	   6334	   6613	   6895	   7174	   7450	   7732	   8015	   8291	   8570	   8842	   9115	   9380	      0	      0	      0	      0	      0	      0	      0	      0	
  251	      0	   1282	   1550	   1818	   2094	   2372	   2644	   2916	   3193	   3469	   3741	   4016	   4292	   4574	   4855	   5131	   5412	   5694	   6013	   6333	   6613	   6895	   7174	   7449	   7732	   8015	   8291	   8570	   8841	   9115	   9377	      0	      0	      0	      0	      0	      0	      0	      0	
  252	      0	   1282	   1550	   1818	   2095	   2372	   2643	   2916	   3192	   3469	   3741	   4015	   4292	   4574	   4855	   5131	   5412	   5694	   6012	   6333	   6612	   6894	   7174	   7449	   7731	   8015	   8291	   8569	   8841	   9114	   9375	      0	      0	      0	      0	      0	      0	      0	      0	
  253	      0	   1282	   1549	   1818	   2094	   2372	   2644	   2916	   3192	   3469	   3741	   4015	   4292	   4573	   4855	   5131	   5412	   5694	   6012	   6332	   6612	   6894	   7173	   7449	   7731	   8014	   8291	   8569	   8841	   9113	   9373	      0	      0	      0	      0	      0	      0	      0	      0	
  254	      0	   1282	   1549	   1818	   2094	   2372	   2643	   2916	   3192	   3469	   3740	   4015	   4292	   4573	   4855	   5131	   5412	   5694	   6011	   6332	   6611	   6894	   7173	   7449	   7731	   8014	   8290	   8569	   8841	   9112	   9370	      0	      0	      0	      0	      0	      0	      0	      0	
  255	      0	   1282	   1549	   1818	   2094	   2372	   2643	   2916	   3192	   3468	   3740	   4015	   4292	   4573	   4855	   5131	   5412	   5693	   6011	   6332	   6611	   6893	   7173	   7449	   7731	   8014	   8290	   8568	   8841	   9111	   9368	      0	      0	      0	      0	      0	      0	      0	      0	
  256	      0	   1282	   1549	   1818	   2094	   2372	   2643	   2915	   3192	   3468	   3740	   4015	   4292	   4573	   4854	   5132	   5411	   5693	   6011	   6331	   6611	   6893	   7173	   7448	   7731	   8014	   8290	   8568	   8841	   9111	   9365	      0	      0	      0	      0	      0	      0	      0	      0	
  257	      0	   1282	   1549	   1818	   2095	   2372	   2643	   2915	   3192	   3468	   3740	   4015	   4292	   4573	   4854	   5132	   5412	   5693	   6010	   6331	   6611	   6893	   7173	   7448	   7730	   8014	   8290	   8568	   8841	   9111	   9363	      0	      0	      0	      0	      0	      0	      0	      0	
  258	      0	   1282	   1549	   1819	   2095	   2372	   2643	   2915	   3192	   3468	   3740	   4015	   4292	   4573	   4854	   5132	   5412	   5693	   6010	   6331	   6611	   6893	   7172	   7448	   7730	   8013	   8290	   8568	   8841	   9110	   9361	      0	      0	      0	      0	      0	      0	      0	      0	
  259	      0	   1282	   1549	   1819	   2095	   2372	   2643	   2915	   3192	   3468	   3740	   4015	   4292	   4572	   4854	   5132	   5412	   5692	   6010	   6331	   6611	   6893	   7172	   7448	   7730	   8013	   8290	   8568	   8841	   9110	   9359	      0	      0	      0	      0	      0	      0	      0	      0	
  260	      0	   1282	   1550	   1820	   2095	   2372	   2643	   2915	   3192	   3468	   3741	   4015	   4292	   4572	   4853	   5132	   5412	   5692	   6010	   6330	   6610	   6892	   7172	   7448	   7729	   8013	   8289	   8567	   8841	   9109	   9357	      0	      0	      0	      0	      0	      0	      0	      0	
  261	      0	   1282	   1550	   1820	   2096	   2372	   2643	   2915	   3192	   3468	   3741	   4015	   4292	   4572	   4853	   5132	   5412	   5692	   6009	   6330	   6610	   6892	   7172	   7447	   7729	   8013	   8289	   8567	   8841	   9109	   9356	      0	      0	      0	      0	      0	      0	      0	      0	
  262	      0	   1282	   1550	   1821	   2096	   2373	   2643	   2915	   3191	   3468	   3741	   4015	   4292	   4572	   4853	   5132	   5412	   5692	   6009	   6330	   6610	   6891	   7171	   7447	   7728	   8012	   8289	   8566	   8841	   9109	   9354	      0	      0	      0	      0	      0	      0	      0	      0	
  263	      0	   1282	   1550	   1821	   2096	   2373	   2643	   2915	   3192	   3468	   3742	   4016	   4292	   4572	   4853	   5132	   5412	   5692	   6009	   6330	   6610	   6891	   7171	   7447	   7728	   8012	   8289	   8566	   8841	   9108	   9353	      0	      0	      0	      0	      0	      0	      0	      0	
  264	      0	   1282	   1550	   1821	   2097	   2373	   2642	   2915	   3191	   3468	   3742	   4016	   4292	   4572	   4853	   5132	   5412	   5692	   6009	   6330	   6610	   6891	   7171	   7447	   7728	   8012	   8289	   8566	   8841	   9108	   9352	      0	      0	      0	      0	      0	      0	      0	      0	
  265	      0	   1282	   1550	   1822	   2097	   2373	   2643	   2915	   3191	   3468	   3742	   4015	   4292	   4572	   4852	   5132	   5412	   5692	   6009	   6329	   6609	   6890	   7171	   7447	   7728	   8012	   8288	   8566	   8841	   9108	   9351	      0	      0	      0	      0	      0	      0	      0	      0	
  266	      0	   1282	   1550	   1822	   2097	   2373	   2643	   2915	   3191	   3468	   3742	   4016	   4292	   4572	   4852	   5132	   5413	   5691	   6008	   6329	   6609	   6890	   7170	   7446	   7727	   8011	   8288	   8566	   8841	   9107	   9351	      0	      0	      0	      0	      0	      0	      0	      0	
  267	      0	   1282	   1550	   1822	   2097	   2373	   2643	   2915	   3191	   3468	   3742	   4016	   4292	   4572	   4852	   5132	   5412	   5691	   6008	   6329	   6609	   6890	   7170	   7446	   7727	   8011	   8288	   8566	   8841	   9107	   9351	      0	      0	      0	      0	      0	      0	      0	      0	
  268	      0	   1282	   1550	   1822	   2097	   2373	   2643	   2915	   3191	   3468	   3742	   4016	   4292	   4572	   4852	   5132	   5412	   5691	   6008	   6329	   6609	   6890	   7170	   7446	   7727	   8011	   8288	   8566	   8841	   9106	   9350	      0	      0	      0	      0	      0	      0	      0	      0	
  269	      0	   1282	   1550	   1822	   2097	   2373	   2643	   2915	   3191	   3468	   3742	   4016	   4292	   4573	   4852	   5132	   5412	   5691	   6008	   6329	   6609	   6890	   7170	   7446	   7727	   8011	   8289	   8566	   8841	   9106	   9350	      0	      0	      0	      0	      0	      0	      0	      0	
  270	      0	   1282	   1550	   1823	   2097	   2373	   2643	   2915	   3191	   3468	   3742	   4016	   4292	   4573	   4852	   5132	   5412	   5691	   6008	   6329	   6608	   6889	   7169	   7446	   7727	   8011	   8289	   8566	   8841	   9106	   9350	      0	      0	      0	      0	      0	      0	      0	      0	
  271	      0	   1282	   1551	   1823	   2098	   2373	   2643	   2915	   3191	   3467	   3742	   4016	   4292	   4573	   4852	   5132	   5412	   5691	   6008	   6329	   6609	   6890	   7169	   7446	   7727	   8011	   8289	   8566	   8841	   9106	   9349	      0	      0	      0	      0	      0	      0	      0	      0	
  272	      0	   1282	   1551	   1823	   2098	   2373	   2643	   2915	   3191	   3467	   3742	   4016	   4292	   4573	   4852	   5132	   5412	   5691	   6008	   6329	   6609	   6890	   7169	   7446	   7727	   8012	   8289	   8566	   8841	   9106	   9350	      0	      0	      0	      0	      0	      0	      0	      0	
  273	      0	   1282	   1551	   1823	   2098	   2373	   2643	   2915	   3191	   3467	   3742	   4016	   4292	   4573	   4852	   5131	   5412	   5691	   6008	   6329	   6609	   6890	   7169	   7446	   7727	   8012	   8289	   8565	   8841	   9106	   9349	      0	      0	      0	      0	      0	      0	      0	      0	
  274	      0	   1283	   1551	   1823	   2098	   2373	   2643	   2916	   3191	   3467	   3742	   4016	   4292	   4573	   4852	   5131	   5412	   5691	   6008	   6329	   6609	   6890	   7169	   7445	   7727	   8012	   8289	   8566	   8841	   9107	   9349	      0	      0	      0	      0	      0	      0	      0	      0	
  275	      0	   1283	   1551	   1823	   2098	   2373	   2643	   2916	   3191	   3467	   3742	   4016	   4292	   4573	   4853	   5131	   5412	   5692	   6008	   6329	   6609	   6890	   7169	   7445	   7727	   8012	   8289	   8565	   8841	   9107	   9349	      0	      0	      0	      0	      0	      0	      0	      0	
  276	      0	   1283	   1551	   1823	   2098	   2373	   2643	   2916	   3191	   3467	   3741	   4016	   4292	   4574	   4853	   5131	   5412	   5692	   6009	   6329	   6609	   6890	   7169	   7445	   7728	   8012	   8289	   8565	   8841	   9107	   9350	      0	      0	      0	      0	      0	      0	      0	      0	
  277	      0	   1283	   1551	   1822	   2098	   2373	   2643	   2916	   3191	   3466	   3741	   4016	   4292	   4574	   4853	   5131	   5411	   5691	   6009	   6329	   6609	   6890	   7169	   7445	   7728	   8013	   8289	   8565	   8841	   9107	   9350	      0	      0	      0	      0	      0	      0	      0	      0	
  278	      0	   1283	   1551	   1822	   2098	   2373	   2643	   2916	   3191	   3466	   3740	   4016	   4292	   4574	   4853	   5131	   5411	   5691	   6009	   6329	   6609	   6890	   7169	   7446	   7729	   8013	   8289	   8566	   8841	   9107	   9351	      0	      0	      0	      0	      0	      0	      0	      0	
  279	      0	   1283	   1550	   1822	   2097	   2373	   2644	   2916	   3191	   3466	   3740	   4016	   4293	   4574	   4853	   5130	   5411	   5692	   6009	   6329	   6609	   6891	   7170	   7446	   7729	   8013	   8289	   8566	   8841	   9107	   9352	      0	      0	      0	      0	      0	      0	      0	      0	
  280	      0	   1283	   1550	   1821	   2097	   2373	   2643	   2916	   3191	   3465	   3740	   4016	   4293	   4574	   4854	   5131	   5410	   5692	   6009	   6330	   6609	   6891	   7170	   7446	   7729	   8014	   8289	   8567	   8841	   9108	   9354	      0	      0	      0	      0	      0	      0	      0	      0	
  281	      0	   1283	   1550	   1821	   2097	   2373	   2643	   2916	   3191	   3465	   3740	   4016	   4293	   4574	   4854	   5130	   5410	   5692	   6009	   6330	   6609	   6892	   7170	   7446	   7730	   8014	   8289	   8567	   8841	   9108	   9355	      0	      0	      0	      0	      0	      0	      0	      0	
  282	      0	   1283	   1550	   1821	   2097	   2373	   2643	   2916	   3191	   3465	   3739	   4016	   4293	   4574	   4854	   5130	   5410	   5692	   6009	   6330	   6609	   6892	   7171	   7446	   7730	   8014	   8289	   8567	   8841	   9108	   9357	      0	      0	      0	      0	      0	      0	      0	      0	
  283	      0	   1283	   1550	   1821	   2097	   2373	   2643	   2916	   3191	   3465	   3739	   4016	   4293	   4574	   4854	   5130	   5410	   5692	   6009	   6330	   6609	   6892	   7171	   7446	   7730	   8014	   8289	   8567	   8841	   9109	   9359	      0	      0	      0	      0	      0	      0	      0	      0	
  284	      0	   1283	   1550	   1821	   2097	   2373	   2643	   2916	   3191	   3465	   3739	   4016	   4293	   4574	   4854	   5130	   5410	   5692	   6010	   6330	   6609	   6892	   7171	   7446	   7730	   8014	   8289	   8567	   8841	   9109	   9361	      0	      0	      0	      0	      0	      0	      0	      0	
  285	      0	   1283	   1550	   1821	   2097	   2373	   2643	   2916	   3191	   3465	   3740	   4017	   4293	   4573	   4854	   5130	   5410	   5693	   6010	   6329	   6609	   6892	   7171	   7447	   7730	   8014	   8289	   8567	   8841	   9110	   9364	      0	      0	      0	      0	      0	      0	      0	      0	
  286	      0	   1283	   1550	   1821	   2097	   2373	   2643	   2916	   3191	   3465	   3740	   4017	   4293	   4573	   4854	   5130	   5410	   5693	   6010	   6329	   6609	   6892	   7171	   7447	   7730	   8014	   8289	   8567	   8841	   9111	   9366	      0	      0	      0	      0	      0	      0	      0	      0	
  287	      0	   1283	   1550	   1821	   2097	   2373	   2643	   2916	   3190	   3465	   3740	   4017	   4292	   4573	   4854	   5130	   5410	   5693	   6010	   6329	   6609	   6892	   7171	   7447	   7730	   8014	   8289	   8567	   8841	   9112	   9369	      0	      0	      0	      0	      0	      0	      0	      0	
  288	      0	   1283	   1550	   1821	   2097	   2373	   2643	   2916	   3190	   3465	   3740	   4017	   4292	   4573	   4854	   5130	   5410	   5693	   6010	   6329	   6609	   6892	   7171	   7447	   7730	   8014	   8289	   8567	   8841	   9112	   9372	      0	      0	      0	      0	      0	      0	      0	      0	
  289	      0	   1283	   1550	   1821	   2097	   2373	   2643	   2916	   3191	   3465	   3740	   4017	   4292	   4573	   4854	   5130	   5410	   5693	   6010	   6329	   6609	   6892	   7171	   7447	   7730	   8014	   8289	   8567	   8841	   9113	   9374	      0	      0	      0	      0	      0	      0	      0	      0	
  290	      0	   1283	   1550	   1821	   2097	   2373	   2643	   2916	   3191	   3466	   3740	   4017	   4292	   4573	   4854	   5130	   5410	   5693	   6009	   6329	   6609	   6892	   7171	   7447	   7730	   8013	   8289	   8567	   8841	   9114	   9376	   9633	      0	      0	      0	      0	      0	      0	      0	
  291	      0	   1283	   1550	   1821	   2097	   2373	   2643	   2916	   3191	   3466	   3740	   4017	   4292	   4573	   4854	   5130	   5410	   5693	   6009	   6329	   6609	   6892	   7171	   7447	   7730	   8013	   8288	   8567	   8841	   9114	   9377	   9635	      0	      0	      0	      0	      0	      0	      0	
  292	      0	   1283	   1550	   1821	   2097	   2373	   2643	   2916	   3191	   3466	   3740	   4017	   4292	   4573	   4854	   5130	   5410	   5693	   6009	   6328	   6609	   6892	   7171	   7447	   7730	   8013	   8288	   8567	   8841	   9114	   9379	   9636	      0	      0	      0	      0	      0	      0	      0	
  293	      0	   1283	   1550	   1821	   2097	   2373	   2643	   2915	   3191	   3466	   3741	   4017	   4292	   4572	   4854	   5130	   5410	   5693	   6009	   6328	   6609	   6892	   7171	   7447	   7730	   8013	   8288	   8567	   8841	   9113	   9381	   9638	      0	      0	      0	      0	      0	      0	      0	
  294	      0	   1283	   1551	   1822	   2097	   2373	   2643	   2915	   3191	   3466	   3741	   4017	   4292	   4572	   4853	   5130	   5410	   5693	   6009	   6328	   6609	   6892	   7170	   7447	   7730	   8013	   8288	   8567	   8840	   9113	   9382	   9640	      0	      0	      0	      0	      0	      0	      0	
  295	      0	   1283	   1551	   1822	   2097	   2373	   2643	   2915	   3191	   3467	   3741	   4016	   4292	   4572	   4853	   5130	   5410	   5693	   6009	   6328	   6609	   6892	   7170	   7447	   7730	   8012	   8288	   8567	   8840	   9113	   9383	   9641	      0	      0	      0	      0	      0	      0	      0	
  296	      0	   1283	   1551	   1822	   2097	   2373	   2643	   2915	   3191	   3467	   3741	   4016	   4292	   4572	   4853	   5130	   5410	   5693	   6009	   6328	   6609	   6892	   7171	   7447	   7729	   8012	   8288	   8567	   8840	   9113	   9382	   9641	      0	      0	      0	      0	      0	      0	      0	
